서울ㆍ인천ㆍ경기도,서울,A02,2024-07-22 00:00,흐리고 비,25,31,80
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-22 12:00,흐리고 비,25,31,70
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-23 00:00,흐리고 비,26,31,60
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-23 12:00,흐리고 비,26,31,70
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-24 00:00,흐리고 비,25,31,80
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-24 12:00,흐리고 비,25,31,70
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-25 00:00,흐리고 비,26,32,70
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-25 12:00,흐리고 비,26,32,60
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-26 00:00,흐리고 비,26,32,70
서울ㆍ인천ㆍ경기도,서울,A02,2024-07-26 12:00,흐리고 비,26,32,70
서울ㆍ인천ㆍ경기도,서울,A01,2024-07-27 00:00,흐리고 비,26,31,70
서울ㆍ인천ㆍ경기도,서울,A01,2024-07-28 00:00,흐리고 비,26,30,70
서울ㆍ인천ㆍ경기도,서울,A01,2024-07-29 00:00,흐리고 비,26,30,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-22 00:00,흐리고 비,25,29,80
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-22 12:00,흐리고 비,25,29,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-23 00:00,흐리고 비,25,29,60
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-23 12:00,흐리고 비,25,29,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-24 00:00,흐리고 비,25,30,80
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-24 12:00,흐리고 비,25,30,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-25 00:00,흐리고 비,25,31,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-25 12:00,흐리고 비,25,31,60
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-26 00:00,흐리고 비,26,31,70
서울ㆍ인천ㆍ경기도,인천,A02,2024-07-26 12:00,흐리고 비,26,31,70
서울ㆍ인천ㆍ경기도,인천,A01,2024-07-27 00:00,흐리고 비,26,30,70
서울ㆍ인천ㆍ경기도,인천,A01,2024-07-28 00:00,흐리고 비,25,29,70
